app_id,tat_days,issued
APP-08527,0.166,1
APP-08528,0.6,1
APP-08529,0.128,1
APP-08530,0.099,1
APP-08531,0.123,1
APP-08532,0.669,1
APP-08533,0.182,1
APP-08534,0.173,0
APP-08535,0.078,1
APP-08536,0.203,0
APP-08537,11.564,0
APP-08538,0.169,1
APP-08539,2.889,1
APP-08540,10.059,0
APP-08541,3.345,0
APP-08542,0.111,1
APP-08543,0.136,0
APP-08544,0.138,1
APP-08545,0.155,1
APP-08546,0.184,1
APP-08547,10.935,0
APP-08548,0.421,0
APP-08549,0.083,1
APP-08550,0.163,1
APP-08551,5.922,1
APP-08552,10.875,0
APP-08553,0.177,1
APP-08554,0.122,0
APP-08555,0.082,1
APP-08556,4.228,0
APP-08557,0.234,1
APP-08558,0.239,0
APP-08559,0.386,1
APP-08560,0.105,1
APP-08561,6.515,0
APP-08562,0.303,1
APP-08563,0.227,1
APP-08564,0.047,1
APP-08565,4.364,0
APP-08566,0.188,1
APP-08567,9.86,0
APP-08568,0.263,1
APP-08569,0.076,1
APP-08570,11.147,0
APP-08571,0.034,1
APP-08572,0.192,0
APP-08573,0.201,0
APP-08574,0.102,1
APP-08575,0.069,1
APP-08576,0.145,1
APP-08577,0.313,1
APP-08578,8.311,0
APP-08579,0.076,1
APP-08580,7.455,1
APP-08581,14.651,0
APP-08582,0.162,0
APP-08583,5.106,0
APP-08584,0.229,1
APP-08585,0.111,1
APP-08586,0.151,1
APP-08587,0.474,0
APP-08588,5.091,1
APP-08589,6.342,0
APP-08590,0.129,1
APP-08591,0.078,1
APP-08592,0.114,1
APP-08593,0.143,1
APP-08594,4.559,0
APP-08595,0.108,0
APP-08596,0.088,0
APP-08597,1.788,0
APP-08598,3.584,0
APP-08599,0.139,1
APP-08600,13.856,1
APP-08601,8.895,1
APP-08602,0.121,1
APP-08603,0.254,1
APP-08604,11.974,0
APP-08605,0.113,1
APP-08606,7.143,0
APP-08607,0.262,1
APP-08608,0.271,1
APP-08609,12.212,0
APP-08610,0.232,1
APP-08611,5.751,0
APP-08612,8.509,0
APP-08613,0.126,0
APP-08614,7.4,0
APP-08615,6.104,0
APP-08616,0.611,1
APP-08617,0.091,1
APP-08618,0.116,0
APP-08619,0.205,1
APP-08620,0.042,1
APP-08621,0.189,1
APP-08622,0.104,1
APP-08623,3.46,1
APP-08624,0.12,0
APP-08625,0.088,0
APP-08626,7.904,0
APP-08627,0.091,0
APP-08628,4.248,0
APP-08629,0.143,0
APP-08630,0.158,1
APP-08631,0.152,1
APP-08632,9.058,0
APP-08633,9.964,1
APP-08634,0.23,1
APP-08635,0.157,1
APP-08636,0.217,1
APP-08637,0.191,0
APP-08638,0.088,0
APP-08639,7.075,0
APP-08640,7.996,0
APP-08641,0.316,0
APP-08642,0.318,1
APP-08643,3.225,0
APP-08644,10.598,0
APP-08645,0.116,0
APP-08646,3.978,1
APP-08647,0.134,1
APP-08648,0.141,1
APP-08649,0.094,1
APP-08650,6.203,1
APP-08651,0.136,1
APP-08652,0.085,1
APP-08653,0.216,1
APP-08654,8.668,0
APP-08655,5.924,1
APP-08656,0.202,1
APP-08657,0.071,1
APP-08658,0.187,1
APP-08659,0.212,1
APP-08660,0.136,0
APP-08661,7.291,0
APP-08662,4.306,0
APP-08663,9.749,1
APP-08664,0.235,0
APP-08665,0.221,1
APP-08666,5.05,1
APP-08667,0.109,1
APP-08668,0.312,1
APP-08669,0.103,1
APP-08670,0.178,1
APP-08671,0.047,1
APP-08672,0.178,1
APP-08673,0.25,1
APP-08674,0.144,1
APP-08675,0.125,1
APP-08676,13.511,0
APP-08677,0.118,1
APP-08678,0.241,0
APP-08679,0.473,1
APP-08680,0.074,1
APP-08681,0.103,0
APP-08682,0.324,0
APP-08683,0.074,1
APP-08684,0.09,1
APP-08685,0.154,1
APP-08686,0.108,1
APP-08687,0.298,1
APP-08688,0.182,0
APP-08689,0.062,1
APP-08690,0.131,0
APP-08691,0.195,0
APP-08692,13.398,1
APP-08693,0.1,1
APP-08694,0.077,0
APP-08695,6.846,0
APP-08696,0.155,1
APP-08697,0.089,0
APP-08698,6.703,0
APP-08699,0.389,1
APP-08700,0.177,1
APP-08701,0.16,0
APP-08702,0.099,1
APP-08703,2.367,1
APP-08704,3.787,0
APP-08705,0.158,1
APP-08706,0.094,1
APP-08707,0.215,0
APP-08708,0.119,0
APP-08709,7.698,0
APP-08710,0.178,0
APP-08711,0.147,1
APP-08712,9.286,0
APP-08713,0.107,1
APP-08714,0.3,1
APP-08715,0.084,1
APP-08716,0.203,1
APP-08717,5.903,0
APP-08718,0.123,1
APP-08719,0.839,1
APP-08720,6.594,1
APP-08721,0.113,1
APP-08722,8.4,1
APP-08723,5.564,1
APP-08724,0.094,1
APP-08725,6.206,0
APP-08726,0.295,0
APP-08727,7.824,0
APP-08728,0.169,1
APP-08729,0.458,1
APP-08730,0.237,1
APP-08731,1.03,1
APP-08732,2.978,0
APP-08733,0.204,1
APP-08734,0.095,0
APP-08735,0.241,1
APP-08736,6.443,0
APP-08737,0.051,1
APP-08738,0.076,1
APP-08739,0.072,1
APP-08740,0.12,1
APP-08741,0.242,0
APP-08742,7.688,0
APP-08743,0.278,1
APP-08744,16.5,0
APP-08745,0.246,0
APP-08746,0.249,0
APP-08747,0.143,1
APP-08748,0.386,1
APP-08749,8.971,0
APP-08750,0.085,0
APP-08751,0.187,1
APP-08752,5.529,1
APP-08753,0.288,1
APP-08754,0.262,0
APP-08755,0.171,1
APP-08756,0.072,0
APP-08757,0.143,1
APP-08758,0.208,1
APP-08759,7.245,1
APP-08760,0.22,1
APP-08761,0.42,1
APP-08762,5.639,1
APP-08763,0.3,0
APP-08764,0.067,0
APP-08765,6.81,0
APP-08766,3.221,1
APP-08767,8.877,1
APP-08768,0.212,0
APP-08769,0.036,1
APP-08770,5.27,0
APP-08771,4.466,0
APP-08772,5.916,0
APP-08773,0.101,0
APP-08774,0.213,1
APP-08775,0.093,1
APP-08776,0.176,0
APP-08777,8.043,0
APP-08778,0.177,1
APP-08779,0.089,1
APP-08780,6.414,1
APP-08781,6.689,0
APP-08782,0.086,1
APP-08783,8.283,0
APP-08784,0.188,1
APP-08785,0.159,1
APP-08786,0.279,1
APP-08787,0.207,1
APP-08788,0.067,0
APP-08789,0.133,1
APP-08790,0.086,1
APP-08791,9.007,0
APP-08792,0.212,1
APP-08793,4.065,0
APP-08794,0.295,0
APP-08795,0.486,0
APP-08796,0.082,0
APP-08797,0.06,1
APP-08798,5.629,1
APP-08799,0.478,0
APP-08800,0.411,1
APP-08801,0.089,1
APP-08802,5.544,0
APP-08803,6.445,0
APP-08804,6.631,0
APP-08805,0.181,1
APP-08806,0.167,1
APP-08807,7.626,0
APP-08808,0.13,1
APP-08809,0.19,0
APP-08810,2.585,1
APP-08811,0.401,1
APP-08812,0.215,1
APP-08813,0.241,0
APP-08814,0.14,0
APP-08815,5.299,0
APP-08816,0.082,1
APP-08817,0.169,1
APP-08818,0.265,0
APP-08819,0.121,1
APP-08820,0.118,1
APP-08821,0.186,1
APP-08822,11.392,0
APP-08823,0.392,1
APP-08824,4.523,1
APP-08825,0.195,1
APP-08826,0.209,0
APP-08827,0.345,1
APP-08828,0.054,1
APP-08829,0.13,1
APP-08830,0.299,0
APP-08831,0.146,1
APP-08832,0.218,1
APP-08833,0.153,1
APP-08834,0.139,1
APP-08835,0.307,1
APP-08836,0.6,1
APP-08837,0.08,1
APP-08838,0.092,1
APP-08839,0.167,1
APP-08840,0.126,1
APP-08841,0.064,0
APP-08842,6.493,0
APP-08843,8.507,1
APP-08844,0.202,1
APP-08845,6.765,0
APP-08846,0.185,0
APP-08847,0.483,1
APP-08848,0.138,1
APP-08849,1.463,1
APP-08850,0.092,1
APP-08851,0.091,1
APP-08852,0.6,0
APP-08853,1.902,1
APP-08854,0.112,1
APP-08855,0.401,0
APP-08856,10.937,0
APP-08857,0.125,1
APP-08858,0.283,1
APP-08859,0.197,1
APP-08860,0.307,1
APP-08861,0.106,1
APP-08862,0.214,0
APP-08863,0.201,0
APP-08864,3.823,0
APP-08865,0.303,1
APP-08866,0.353,0
APP-08867,0.101,1
APP-08868,0.176,1
APP-08869,0.195,1
APP-08870,0.073,1
APP-08871,4.195,0
APP-08872,0.312,1
APP-08873,9.414,0
APP-08874,0.085,0
APP-08875,0.209,1
APP-08876,0.238,1
APP-08877,2.303,1
APP-08878,10.185,0
APP-08879,3.683,0
APP-08880,7.162,0
APP-08881,0.157,1
APP-08882,0.152,1
APP-08883,0.302,1
APP-08884,0.192,1
APP-08885,7.476,0
APP-08886,0.08,0
APP-08887,0.238,1
APP-08888,13.093,1
APP-08889,6.078,1
APP-08890,0.212,1
APP-08891,0.262,1
APP-08892,0.307,1
APP-08893,6.173,0
APP-08894,0.31,0
APP-08895,0.081,1
APP-08896,0.115,0
APP-08897,0.385,1
APP-08898,10.74,1
APP-08899,0.088,1
APP-08900,6.668,0
APP-08901,0.178,1
APP-08902,0.157,0
APP-08903,6.37,1
APP-08904,0.6,0
APP-08905,11.368,0
APP-08906,0.246,1
APP-08907,0.25,0
APP-08908,0.05,0
APP-08909,0.187,1
APP-08910,0.219,1
APP-08911,0.082,0
APP-08912,4.765,0
APP-08913,0.064,1
APP-08914,0.155,1
APP-08915,0.243,1
APP-08916,0.636,0
APP-08917,0.083,0
APP-08918,0.226,1
APP-08919,0.198,1
APP-08920,9.128,0
APP-08921,0.127,1
APP-08922,0.218,0
APP-08923,0.154,1
APP-08924,6.363,1
APP-08925,0.089,0
APP-08926,9.961,0
APP-08927,4.972,0
APP-08928,0.22,1
APP-08929,0.114,1
APP-08930,10.965,0
APP-08931,0.154,1
APP-08932,0.135,1
APP-08933,0.174,1
APP-08934,4.133,1
APP-08935,0.183,1
APP-08936,0.284,0
APP-08937,9.942,0
APP-08938,6.524,0
APP-08939,0.271,1
APP-08940,12.872,0
APP-08941,0.162,1
APP-08942,0.159,1
APP-08943,0.231,1
APP-08944,0.16,0
APP-08945,9.174,0
APP-08946,0.218,0
APP-08947,0.062,1
APP-08948,0.051,1
APP-08949,0.044,1
APP-08950,0.112,1
APP-08951,10.597,0
APP-08952,0.748,1
APP-08953,0.113,1
APP-08954,0.456,1
APP-08955,5.836,1
APP-08956,0.249,1
APP-08957,2.122,0
APP-08958,3.866,1
APP-08959,9.635,0
APP-08960,0.244,0
APP-08961,0.094,0
APP-08962,7.377,1
APP-08963,0.36,1
APP-08964,3.948,0
APP-08965,12.881,0
APP-08966,0.179,1
APP-08967,0.24,0
APP-08968,0.065,1
APP-08969,0.091,1
APP-08970,0.113,0
APP-08971,2.479,1
APP-08972,0.074,1
APP-08973,0.468,0
APP-08974,3.254,1
APP-08975,0.156,1
APP-08976,8.09,1
APP-08977,0.11,1
APP-08978,1.023,1
APP-08979,7.939,1
APP-08980,3.043,1
APP-08981,4.224,1
APP-08982,0.164,0
APP-08983,2.478,1
APP-08984,0.364,0
APP-08985,0.271,0
APP-08986,0.158,1
APP-08987,10.249,0
APP-08988,0.135,1
APP-08989,0.18,0
APP-08990,0.236,0
APP-08991,2.768,0
APP-08992,8.863,1
APP-08993,0.166,1
APP-08994,0.056,0
APP-08995,11.106,0
APP-08996,0.384,1
APP-08997,7.426,0
APP-08998,0.192,1
APP-08999,0.103,1
APP-09000,0.203,1
APP-09001,0.064,1
APP-09002,8.089,1
APP-09003,0.124,0
APP-09004,0.157,1
APP-09005,8.192,0
APP-09006,0.151,1
APP-09007,0.152,1
APP-09008,11.698,0
APP-09009,0.367,1
APP-09010,0.214,1
APP-09011,0.064,0
APP-09012,0.243,1
APP-09013,0.298,1
APP-09014,0.198,1
APP-09015,1.811,0
APP-09016,0.073,1
APP-09017,12.568,0
APP-09018,11.1,0
APP-09019,4.836,1
APP-09020,11.504,0
APP-09021,0.6,1
APP-09022,0.126,0
APP-09023,0.125,1
APP-09024,0.306,1
APP-09025,0.202,1
APP-09026,0.198,0
APP-09027,6.257,1
APP-09028,3.347,0
APP-09029,0.247,0
APP-09030,0.189,1
APP-09031,0.571,1
APP-09032,0.101,0
APP-09033,1.189,0
APP-09034,0.081,1
APP-09035,0.296,1
APP-09036,0.085,0
APP-09037,13.819,1
APP-09038,0.158,1
APP-09039,0.115,1
APP-09040,0.13,1
APP-09041,6.253,1
APP-09042,0.429,0
APP-09043,0.206,1
APP-09044,0.296,1
APP-09045,0.164,0
APP-09046,0.117,0
APP-09047,0.324,1
APP-09048,0.24,0
APP-09049,0.429,1
APP-09050,0.149,1
APP-09051,0.106,0
APP-09052,0.102,1
APP-09053,12.224,0
APP-09054,2.063,0
APP-09055,0.164,1
APP-09056,0.248,0
APP-09057,0.223,0
APP-09058,4.499,0
APP-09059,6.446,0
APP-09060,3.573,0
APP-09061,7.653,0
APP-09062,0.186,1
APP-09063,0.083,1
APP-09064,0.252,1
APP-09065,0.237,0
APP-09066,4.225,1
APP-09067,0.172,0
APP-09068,0.081,0
APP-09069,7.111,0
APP-09070,0.092,1
APP-09071,0.385,0
APP-09072,5.332,0
APP-09073,0.173,1
APP-09074,9.599,0
APP-09075,0.087,1
APP-09076,0.169,0
APP-09077,0.096,1
APP-09078,9.271,0
APP-09079,0.228,0
APP-09080,14.973,1
APP-09081,0.118,1
APP-09082,0.1,0
APP-09083,0.165,1
APP-09084,9.359,1
APP-09085,0.109,1
APP-09086,0.113,1
APP-09087,0.066,0
APP-09088,1.629,0
APP-09089,0.418,1
APP-09090,6.451,0
APP-09091,0.117,1
APP-09092,14.516,0
APP-09093,0.209,1
APP-09094,0.064,0
APP-09095,0.205,1
APP-09096,0.111,0
APP-09097,2.49,0
APP-09098,0.147,1
APP-09099,0.103,0
APP-09100,3.756,1
APP-09101,0.12,1
APP-09102,0.115,1
APP-09103,10.889,1
APP-09104,0.115,1
APP-09105,8.453,0
APP-09106,0.13,1
APP-09107,0.118,1
APP-09108,4.224,1
APP-09109,6.764,1
APP-09110,0.309,0
APP-09111,0.093,0
APP-09112,0.233,1
APP-09113,0.204,1
APP-09114,0.153,1
APP-09115,0.041,1
APP-09116,0.081,1
APP-09117,3.691,1
APP-09118,0.088,0
APP-09119,1.889,0
APP-09120,0.198,0
APP-09121,6.756,0
APP-09122,0.218,1
APP-09123,0.041,1
APP-09124,6.322,0
APP-09125,0.215,0
APP-09126,0.064,1
APP-09127,7.715,0
APP-09128,0.112,0
APP-09129,0.198,1
APP-09130,12.049,0
APP-09131,3.344,0
APP-09132,0.392,1
APP-09133,0.136,0
APP-09134,0.058,1
APP-09135,0.241,1
APP-09136,0.309,1
APP-09137,0.101,1
APP-09138,0.118,1
APP-09139,0.06,1
APP-09140,0.147,1
APP-09141,0.085,1
APP-09142,0.176,1
APP-09143,10.628,0
APP-09144,4.783,1
APP-09145,8.371,0
APP-09146,0.064,0
APP-09147,0.298,1
APP-09148,4.219,1
APP-09149,0.15,0
APP-09150,0.184,1
APP-09151,0.086,0
APP-09152,4.765,1
APP-09153,14.017,1
APP-09154,0.214,1
APP-09155,0.229,1
APP-09156,0.1,0
APP-09157,0.477,1
APP-09158,0.119,1
APP-09159,0.331,1
APP-09160,0.105,1
APP-09161,0.067,0
APP-09162,8.627,0
APP-09163,0.108,0
APP-09164,0.178,1
APP-09165,0.207,1
APP-09166,0.314,0
APP-09167,10.819,0
APP-09168,5.796,1
APP-09169,0.241,1
APP-09170,9.523,0
APP-09171,3.091,0
APP-09172,6.611,0
APP-09173,0.19,0
APP-09174,0.408,0
APP-09175,0.208,1
APP-09176,0.282,1
APP-09177,0.379,1
APP-09178,0.099,1
APP-09179,0.149,0
APP-09180,0.024,0
APP-09181,0.054,1
APP-09182,0.061,1
APP-09183,8.351,0
APP-09184,0.223,1
APP-09185,0.141,1
APP-09186,0.287,1
APP-09187,0.123,0
APP-09188,3.803,1
APP-09189,0.189,1
APP-09190,0.264,1
APP-09191,0.087,1
APP-09192,1.093,1
APP-09193,0.12,1
APP-09194,0.225,1
APP-09195,5.421,0
APP-09196,0.147,1
APP-09197,0.172,1
APP-09198,0.218,0
APP-09199,0.084,0
APP-09200,0.189,1
APP-09201,0.26,1
APP-09202,0.074,1
APP-09203,0.175,0
APP-09204,0.189,0
APP-09205,0.102,1
APP-09206,7.108,0
APP-09207,0.151,1
APP-09208,10.347,0
APP-09209,0.532,1
APP-09210,0.191,1
APP-09211,5.059,0
APP-09212,0.346,1
APP-09213,0.169,0
APP-09214,7.026,1
APP-09215,0.089,1
APP-09216,10.876,0
APP-09217,7.512,0
APP-09218,0.162,0
APP-09219,0.111,1
APP-09220,8.241,0
APP-09221,10.317,0
APP-09222,4.814,0
APP-09223,0.178,1
APP-09224,0.101,0
APP-09225,0.165,1
APP-09226,7.408,0
APP-09227,0.146,1
APP-09228,9.619,0
APP-09229,8.829,0
APP-09230,0.047,1
APP-09231,0.424,1
APP-09232,11.28,0
APP-09233,0.097,0
APP-09234,0.083,1
APP-09235,0.378,1
APP-09236,0.109,0
APP-09237,0.254,1
APP-09238,0.385,0
APP-09239,0.162,1
APP-09240,0.112,1
APP-09241,0.3,0
APP-09242,0.076,1
APP-09243,0.194,0
APP-09244,0.235,1
APP-09245,0.166,0
APP-09246,6.253,1
APP-09247,12.187,0
APP-09248,5.136,0
APP-09249,0.363,1
APP-09250,0.233,1
APP-09251,0.097,1
APP-09252,0.253,0
APP-09253,0.088,1
APP-09254,0.056,1
APP-09255,0.133,1
APP-09256,0.108,1
APP-09257,3.655,0
APP-09258,0.192,1
APP-09259,0.421,1
APP-09260,0.154,1
APP-09261,0.144,1
APP-09262,0.094,0
APP-09263,0.142,1
APP-09264,0.321,1
APP-09265,0.053,1
APP-09266,9.788,0
APP-09267,0.15,1
APP-09268,0.411,1
APP-09269,4.587,1
APP-09270,0.187,0
APP-09271,0.215,1
APP-09272,0.14,1
APP-09273,5.856,1
APP-09274,0.181,1
APP-09275,0.039,1
APP-09276,3.749,1
APP-09277,0.135,0
APP-09278,0.078,1
APP-09279,0.076,1
APP-09280,0.111,1
APP-09281,0.068,1
APP-09282,5.192,1
APP-09283,0.198,0
APP-09284,0.221,1
APP-09285,0.132,1
APP-09286,0.122,0
APP-09287,0.128,1
APP-09288,0.202,1
APP-09289,0.209,1
APP-09290,0.084,1
APP-09291,12.675,0
APP-09292,0.241,1
APP-09293,0.134,1
APP-09294,0.183,1
APP-09295,0.322,0
APP-09296,0.066,1
APP-09297,0.225,1
APP-09298,11.096,0
APP-09299,5.276,1
APP-09300,0.109,1
APP-09301,0.182,0
APP-09302,0.239,0
APP-09303,0.119,1
APP-09304,0.121,0
APP-09305,4.736,1
APP-09306,0.2,1
APP-09307,0.364,0
APP-09308,0.166,1
APP-09309,0.134,1
APP-09310,5.144,1
APP-09311,0.21,1
APP-09312,0.148,0
APP-09313,0.223,1
APP-09314,12.764,0
APP-09315,15.73,1
APP-09316,0.126,1
APP-09317,0.454,1
APP-09318,8.757,1
APP-09319,0.224,1
APP-09320,11.911,1
APP-09321,0.194,0
APP-09322,0.068,1
APP-09323,0.104,1
APP-09324,0.092,1
APP-09325,0.147,0
APP-09326,0.08,1
APP-09327,9.877,0
APP-09328,0.123,1
APP-09329,8.158,0
APP-09330,0.126,1
APP-09331,0.235,1
APP-09332,10.756,0
APP-09333,3.485,0
APP-09334,0.079,1
APP-09335,8.888,0
APP-09336,0.128,1
APP-09337,0.089,1
APP-09338,0.359,0
APP-09339,0.237,0
APP-09340,0.129,0
APP-09341,4.952,0
APP-09342,0.178,0
APP-09343,0.149,1
APP-09344,0.213,1
APP-09345,0.101,1
APP-09346,4.562,0
APP-09347,0.075,0
APP-09348,7.429,1
APP-09349,0.169,1
APP-09350,0.295,0
APP-09351,0.197,0
APP-09352,0.223,1
APP-09353,3.929,1
APP-09354,0.076,1
APP-09355,6.393,1
APP-09356,9.615,0
APP-09357,0.278,1
APP-09358,0.147,1
APP-09359,4.241,1
APP-09360,0.128,0
APP-09361,9.766,1
APP-09362,0.373,1
APP-09363,0.145,0
APP-09364,0.178,0
APP-09365,0.101,1
APP-09366,6.496,1
APP-09367,0.111,1
APP-09368,12.545,0
APP-09369,0.083,0
APP-09370,0.394,0
APP-09371,0.091,1
APP-09372,0.109,1
APP-09373,0.175,0
APP-09374,0.177,1
APP-09375,0.197,1
APP-09376,0.288,1
APP-09377,0.114,1
APP-09378,6.469,0
APP-09379,3.574,0
APP-09380,0.245,0
APP-09381,3.822,1
APP-09382,0.253,0
APP-09383,7.921,0
APP-09384,4.108,1
APP-09385,0.221,0
APP-09386,0.121,0
APP-09387,0.263,1
APP-09388,0.087,1
APP-09389,0.144,1
APP-09390,0.217,0
APP-09391,10.049,0
APP-09392,1.38,1
APP-09393,6.098,1
APP-09394,0.218,1
APP-09395,10.371,0
APP-09396,0.196,1
APP-09397,0.119,1
APP-09398,0.97,1
APP-09399,7.996,1
APP-09400,4.37,0
APP-09401,8.102,0
APP-09402,0.301,1
APP-09403,0.31,1
APP-09404,0.103,1
APP-09405,0.799,1
APP-09406,0.418,1
APP-09407,0.355,1
APP-09408,0.129,0
APP-09409,0.097,1
APP-09410,7.583,0
APP-09411,0.056,1
APP-09412,6.134,1
APP-09413,4.209,0
APP-09414,0.067,1
APP-09415,11.175,0
APP-09416,0.042,1
APP-09417,1.389,1
APP-09418,0.095,1
APP-09419,0.281,1
APP-09420,9.957,1
APP-09421,0.209,1
APP-09422,0.196,1
APP-09423,2.538,1
APP-09424,0.109,1
APP-09425,2.833,0
APP-09426,0.243,0
APP-09427,0.045,1
APP-09428,0.089,0
APP-09429,0.777,1
APP-09430,7.727,0
APP-09431,8.944,0
APP-09432,0.193,0
APP-09433,0.183,0
APP-09434,0.187,1
APP-09435,0.188,0
APP-09436,0.1,1
APP-09437,0.161,1
APP-09438,0.248,1
APP-09439,0.208,0
APP-09440,5.994,0
APP-09441,0.101,1
APP-09442,0.117,1
APP-09443,0.061,0
APP-09444,0.089,0
APP-09445,0.077,1
APP-09446,3.806,1
APP-09447,0.278,1
APP-09448,0.201,1
APP-09449,0.118,0
APP-09450,0.084,1
APP-09451,0.077,1
APP-09452,0.104,1
APP-09453,0.103,1
APP-09454,0.243,1
APP-09455,2.609,1
APP-09456,0.209,0
APP-09457,0.079,1
APP-09458,0.249,1
APP-09459,0.149,0
APP-09460,8.721,1
APP-09461,5.745,1
APP-09462,0.227,1
APP-09463,0.311,1
APP-09464,0.283,1
APP-09465,0.205,1
APP-09466,0.273,0
APP-09467,0.085,1
APP-09468,0.246,1
APP-09469,0.049,0
APP-09470,5.884,0
APP-09471,0.093,1
APP-09472,0.503,1
APP-09473,0.119,1
APP-09474,0.224,1
APP-09475,0.137,1
APP-09476,0.113,1
APP-09477,0.238,1
APP-09478,2.983,1
APP-09479,0.305,1
APP-09480,0.058,0
APP-09481,0.294,1
APP-09482,0.128,1
APP-09483,5.227,1
APP-09484,0.079,1
APP-09485,0.172,1
APP-09486,0.118,0
APP-09487,0.063,1
APP-09488,0.291,1
APP-09489,7.778,1
APP-09490,0.269,1
APP-09491,3.515,0
APP-09492,7.995,0
APP-09493,0.199,1
APP-09494,8.616,1
APP-09495,0.277,1
APP-09496,0.212,1
APP-09497,0.6,1
APP-09498,6.606,0
APP-09499,0.167,1
APP-09500,0.202,1
APP-09501,13.768,0
APP-09502,0.239,0
APP-09503,0.093,0
APP-09504,0.139,1
APP-09505,4.446,1
APP-09506,0.23,0
APP-09507,6.085,0
APP-09508,14.954,0
APP-09509,0.127,1
APP-09510,0.179,1
APP-09511,0.226,1
APP-09512,6.405,0
APP-09513,0.36,0
APP-09514,6.265,1
APP-09515,0.145,1
APP-09516,0.068,1
APP-09517,0.134,0
APP-09518,5.795,0
APP-09519,0.327,1
APP-09520,0.11,0
APP-09521,0.089,1
APP-09522,0.279,1
APP-09523,0.181,1
APP-09524,5.767,0
APP-09525,0.147,0
APP-09526,0.08,0
APP-09527,0.097,1
APP-09528,0.222,1
APP-09529,0.084,1
APP-09530,4.739,0
APP-09531,6.577,1
APP-09532,6.544,0
APP-09533,0.111,0
APP-09534,3.759,1
APP-09535,0.102,1
APP-09536,0.111,0
APP-09537,0.068,0
APP-09538,8.467,0
APP-09539,0.129,0
APP-09540,5.53,0
APP-09541,0.443,0
APP-09542,0.19,1
APP-09543,9.168,0
APP-09544,0.241,1
APP-09545,0.139,0
APP-09546,11.839,0
APP-09547,3.332,1
APP-09548,0.184,1
APP-09549,0.262,0
APP-09550,0.182,1
APP-09551,0.346,1
APP-09552,0.152,1
APP-09553,0.206,1
APP-09554,2.776,0
APP-09555,0.129,1
APP-09556,0.111,1
APP-09557,0.138,1
APP-09558,0.047,1
APP-09559,4.78,0
APP-09560,0.113,0
APP-09561,6.996,0
APP-09562,0.109,1
APP-09563,0.11,1
APP-09564,0.15,1
APP-09565,8.417,1
APP-09566,9.184,0
APP-09567,0.225,1
APP-09568,11.674,1
APP-09569,0.154,1
APP-09570,1.988,1
APP-09571,7.632,1
APP-09572,0.13,0
APP-09573,7.175,0
APP-09574,0.093,1
APP-09575,0.092,1
APP-09576,0.091,1
APP-09577,0.175,0
APP-09578,0.239,1
APP-09579,0.163,1
APP-09580,0.221,0
APP-09581,0.095,1
APP-09582,8.117,0
APP-09583,0.097,1
APP-09584,0.164,1
APP-09585,0.08,0
APP-09586,0.297,1
APP-09587,6.565,0
APP-09588,0.155,0
APP-09589,0.207,1
APP-09590,0.171,0
APP-09591,0.185,0
APP-09592,0.089,0
APP-09593,0.6,1
APP-09594,0.149,0
APP-09595,0.139,1
APP-09596,9.438,0
APP-09597,0.078,1
APP-09598,10.849,0
APP-09599,0.319,1
APP-09600,0.098,1
APP-09601,0.351,0
APP-09602,4.077,0
APP-09603,0.383,1
APP-09604,9.598,1
APP-09605,0.06,1
APP-09606,0.287,0
APP-09607,0.172,0
APP-09608,0.108,0
APP-09609,0.095,1
APP-09610,4.82,1
APP-09611,1.806,1
APP-09612,0.136,0
APP-09613,5.635,0
APP-09614,6.759,0
APP-09615,8.752,0
APP-09616,0.267,1
APP-09617,0.269,1
APP-09618,7.528,0
APP-09619,0.087,0
APP-09620,0.106,0
APP-09621,0.206,1
APP-09622,1.055,0
APP-09623,0.107,1
APP-09624,8.039,0
APP-09625,0.091,1
APP-09626,0.179,1
APP-09627,6.45,1
APP-09628,0.17,0
APP-09629,3.522,0
APP-09630,0.105,1
APP-09631,0.247,0
APP-09632,6.866,1
APP-09633,0.075,1
APP-09634,9.41,1
APP-09635,0.167,1
APP-09636,4.582,0
APP-09637,3.057,1
APP-09638,0.172,1
APP-09639,0.122,1
APP-09640,6.877,0
APP-09641,0.164,1
APP-09642,0.178,0
APP-09643,6.247,0
APP-09644,0.155,1
APP-09645,0.11,1
APP-09646,0.145,0
APP-09647,1.851,1
APP-09648,0.221,1
APP-09649,0.173,0
APP-09650,0.171,1
APP-09651,4.47,1
APP-09652,9.924,0
APP-09653,0.076,1
APP-09654,0.073,1
APP-09655,0.236,1
APP-09656,0.19,1
APP-09657,0.155,0
APP-09658,0.103,1
APP-09659,0.179,1
APP-09660,0.089,0
APP-09661,8.851,1
APP-09662,0.147,1
APP-09663,0.082,1
APP-09664,0.148,1
APP-09665,0.101,0
APP-09666,0.143,1
APP-09667,0.059,1
APP-09668,7.915,0
APP-09669,11.558,0
APP-09670,0.085,1
APP-09671,0.267,1
APP-09672,0.198,0
APP-09673,7.706,0
APP-09674,7.75,0
APP-09675,0.199,1
APP-09676,0.178,1
APP-09677,0.065,1
APP-09678,0.184,1
APP-09679,0.065,0
APP-09680,0.091,1
APP-09681,11.156,0
APP-09682,0.107,1
APP-09683,0.288,0
APP-09684,6.594,0
APP-09685,3.921,0
APP-09686,0.092,1
APP-09687,6.879,1
APP-09688,9.556,1
APP-09689,0.316,0
APP-09690,0.259,0
APP-09691,0.213,1
